"cycle","year","meanG","gain","varG","varGpct","varGenic","varGenicPct","bridgePoolY","donorPoolY","nElig","nGeno","nPheno","nCross","nBridgeIn","strategy","scenario","axis","level","rep","seed"
6,18,7.58373489547169,1.58373489547169,0.148122503276113,96.3817576614849,0.125595528203167,70.6198035842635,NA,NA,0,0,7260,180,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
7,21,8.00910389895162,2.00910389895162,0.117335637849103,76.3490675764983,0.117076071954534,65.8294871173433,NA,NA,0,0,8460,210,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
8,24,8.26005578979228,2.26005578979228,0.100228315806216,65.21751274245,0.111243043629517,62.5496942735425,NA,NA,0,0,9660,240,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
9,27,8.47149227547775,2.47149227547775,0.0910049092517217,59.2159389390996,0.100672567908008,56.6061313941567,NA,NA,0,0,10860,270,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
10,30,8.7779306583808,2.7779306583808,0.0773144339310438,50.307690391825,0.0868494895678452,48.8336964095838,NA,NA,0,0,12060,300,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
11,33,8.92567587159755,2.92567587159755,0.0783362807912128,50.9725954148002,0.0783038385808668,44.0286511756177,NA,NA,0,0,13260,330,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
12,36,8.96102710788795,2.96102710788795,0.0690836753161451,44.9520221804082,0.0735564157885628,41.359272178448,NA,NA,0,0,14460,360,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
13,39,9.09111963106306,3.09111963106306,0.0798632716059038,51.9661923051965,0.0731627598264171,41.1379274608118,NA,NA,0,0,15660,390,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
14,42,9.3555297613007,3.3555297613007,0.0490955599077766,31.945965350488,0.0654379066619105,36.7944000996125,NA,NA,0,0,16860,420,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
15,45,9.40300167764802,3.40300167764802,0.056633203864958,36.8506311315232,0.0647072704391632,36.3835782552352,NA,NA,0,0,18060,450,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
16,48,9.64771990473422,3.64771990473422,0.0775155836304209,50.4385763892274,0.0598406107715057,33.6471547952735,NA,NA,0,0,19260,480,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
17,51,9.85099160158663,3.85099160158663,0.0406897785896172,26.4764117037199,0.0502433834211059,28.2508296224345,NA,NA,0,0,20460,510,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
18,54,9.9145726303571,3.9145726303571,0.0590299228639517,38.4101510196868,0.0493611505319496,27.7547680648366,NA,NA,0,0,21660,540,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
19,57,9.994725786446,3.994725786446,0.0589413793169462,38.3525366633181,0.0456116420025431,25.6464959020262,NA,NA,0,0,22860,570,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
20,60,10.1205226703374,4.12052267033742,0.0534657320490509,34.789590477955,0.0419087986281948,23.5644626040192,NA,NA,0,0,24060,600,0,"PSRS","PSRS","strategy_comparison","PSRS",6,9006
1,3,6.2534205137022,0.253420513702205,0.207235609509041,134.846035225977,0.17122135722913,96.2742765601691,NA,NA,0,1320,320,30,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
2,6,6.88030698387439,0.880306983874386,0.100974559391841,65.7030856083909,0.137829593862179,77.4987691512448,NA,NA,0,2520,520,60,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
3,9,6.99279628809721,0.992796288097214,0.11924711617924,77.5928464562474,0.12351821087584,69.4517704246696,NA,NA,0,3720,720,90,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
4,12,7.35869366304076,1.35869366304076,0.117501380647351,76.4569146750927,0.102715203912717,57.7546639534796,NA,NA,0,4920,920,120,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
5,15,7.66246083859575,1.66246083859575,0.0569819005717145,37.0775244174495,0.0823807495329218,46.3210150422589,NA,NA,0,6120,1120,150,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
6,18,7.93025977589925,1.93025977589925,0.0481923669865443,31.3582671997653,0.0637966539706638,35.871557189947,NA,NA,0,7320,1320,180,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
7,21,8.18781716615535,2.18781716615535,0.0363193433018746,23.6326153496089,0.0517164919742513,29.0791285130856,NA,NA,0,8520,1520,210,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
8,24,8.27557919462101,2.27557919462101,0.0286056129407611,18.613371994364,0.0488317488641684,27.4570963058914,NA,NA,0,9720,1720,240,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
9,27,8.47995332759039,2.47995332759039,0.0189193342604681,12.3106121587073,0.0355835046989073,20.0078788522758,NA,NA,0,10920,1920,270,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
10,30,8.5434402804175,2.5434402804175,0.0187637275493183,12.2093605055632,0.0276282601111796,15.5348070933727,NA,NA,0,12120,2120,300,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
11,33,8.63947291245882,2.63947291245882,0.0178170658640566,11.5933776864892,0.0252915182817038,14.2209048280167,NA,NA,0,13320,2320,330,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
12,36,8.73251156133728,2.73251156133728,0.0124972467417068,8.13182723930654,0.0184719343482707,10.3863918895752,NA,NA,0,14520,2520,360,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
13,39,8.81117186535663,2.81117186535663,0.013219233579548,8.60161649414971,0.0160250183052397,9.01054091129432,NA,NA,0,15720,2720,390,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
14,42,9.03601882497914,3.03601882497914,0.00730088233786832,4.75060748123962,0.00900300763822679,5.06220754970453,NA,NA,0,16920,2920,420,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
15,45,9.1055174676415,3.1055174676415,0.00561898164550319,3.65621235992545,0.00624198997022012,3.50974363481177,NA,NA,0,18120,3120,450,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
16,48,9.09319205873678,3.09319205873678,0.00535794384859352,3.48635780625688,0.00644925984988657,3.626287260213,NA,NA,0,19320,3320,480,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
17,51,9.18033800873633,3.18033800873633,0.00170027692504415,1.10635234297615,0.00373162531609914,2.09821679675329,NA,NA,0,20520,3520,510,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
18,54,9.14832053074738,3.14832053074738,0.00222874554987125,1.45022132846607,0.00359062828954108,2.01893704480712,NA,NA,0,21720,3720,540,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
19,57,9.11998462707458,3.11998462707458,0.00178091958759409,1.15882567678537,0.00131469310718976,0.739225116782341,NA,NA,0,22920,3920,570,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
20,60,9.13261305954225,3.13261305954225,0.00110277963972307,0.717567132872978,0.00110101465374298,0.619078081067894,NA,NA,0,24120,4120,600,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",6,9006
1,3,6.16808825067173,0.168088250671733,0.234414848387956,105.527873158607,0.305790656583493,97.0385723013996,NA,NA,0,0,1260,30,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
2,6,6.67477083084017,0.674770830840167,0.196272276724076,88.3570134960505,0.287851953104421,91.3459648358996,NA,NA,0,0,2460,60,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
3,9,7.04780893846976,1.04780893846976,0.223181108550654,100.470716238728,0.258534752310236,82.0425435321672,NA,NA,0,0,3660,90,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
4,12,7.65783654118622,1.65783654118622,0.162636486905281,73.2149975956205,0.204880916057505,65.0162166763091,NA,NA,0,0,4860,120,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
5,15,8.15398422292342,2.15398422292342,0.155707291604549,70.0956421118897,0.196162432200393,62.2495225085428,NA,NA,0,0,6060,150,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
6,18,8.56295923499311,2.56295923499311,0.133499982741165,60.098450854403,0.179212542367387,56.8707018197825,NA,NA,0,0,7260,180,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
7,21,8.88443551062331,2.88443551062331,0.0995052848086826,44.7948632354691,0.168626972606439,53.5115129286763,NA,NA,0,0,8460,210,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
8,24,9.12107679160904,3.12107679160904,0.0987762520097969,44.4666703703058,0.158989079416454,50.4530565140861,NA,NA,0,0,9660,240,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
9,27,9.4708862146382,3.4708862146382,0.108381094902108,48.7905374351203,0.15741204170726,49.952604703441,NA,NA,0,0,10860,270,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
10,30,9.7493347298151,3.7493347298151,0.096849089576373,43.5991086342258,0.154494832260593,49.0268673281675,NA,NA,0,0,12060,300,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
11,33,9.88049586603661,3.88049586603661,0.114348680521927,51.4769995883587,0.14919338843607,47.3445250826081,NA,NA,0,0,13260,330,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
12,36,10.1274703100678,4.12747031006781,0.089477576765426,40.2806325468525,0.143386288291528,45.5017195713684,NA,NA,0,0,14460,360,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
13,39,10.2763744327367,4.27637443273666,0.0808560196446971,36.3994168622546,0.137475642386322,43.6260551987924,NA,NA,0,0,15660,390,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
14,42,10.4728325908474,4.4728325908474,0.0817953622417003,36.8222860922147,0.125961958482517,39.9723417059155,NA,NA,0,0,16860,420,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
15,45,10.6559405566039,4.65594055660388,0.0754279936071742,33.955851332475,0.119925901266104,38.0568797321767,NA,NA,0,0,18060,450,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
16,48,10.8064638184605,4.80646381846048,0.0572282810876799,25.7627826446854,0.0997940108659069,31.6682937498905,NA,NA,0,0,19260,480,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
17,51,10.962913964928,4.96291396492803,0.058164667811399,26.1843212122615,0.0985289442856308,31.2668418017252,NA,NA,0,0,20460,510,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
18,54,11.0599329477363,5.05993294773628,0.0556370149327654,25.0464332576385,0.0980905691118606,31.1277293073465,NA,NA,0,0,21660,540,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
19,57,11.2046433338929,5.20464333389286,0.089097664637324,40.1096053310363,0.0915487660640017,29.0517756626744,NA,NA,0,0,22860,570,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
20,60,11.477257911905,5.47725791190502,0.048368726129778,21.7744261123727,0.0824747835435222,26.1722687519236,NA,NA,0,0,24060,600,0,"PSRS","PSRS","strategy_comparison","PSRS",7,9007
1,3,6.16116661591948,0.161166615919485,0.208734134998623,93.9670395176981,0.30933339936249,98.1628143078293,NA,NA,0,1320,320,30,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
2,6,6.55701858997982,0.557018589979823,0.265103573906678,119.343192265779,0.301507634231333,95.6794124799971,NA,NA,0,2520,520,60,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
3,9,7.06965218252433,1.06965218252433,0.272977260002786,122.887734573379,0.273488200831301,86.7878202900607,NA,NA,0,3720,720,90,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
4,12,7.92740623207283,1.92740623207283,0.151068581326366,68.0074073724016,0.191795581349403,60.8637608349597,NA,NA,0,4920,920,120,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
5,15,8.28913984217185,2.28913984217185,0.143796533497908,64.7337080051378,0.146401035129044,46.458409132231,NA,NA,0,6120,1120,150,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
6,18,8.78514452858662,2.78514452858662,0.102177520059171,45.9978386634453,0.132916671784105,42.1793268934022,NA,NA,0,7320,1320,180,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
7,21,9.15153443852983,3.15153443852983,0.0789090888240303,35.5229558782137,0.103527636571239,32.8531098983013,NA,NA,0,8520,1520,210,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
8,24,9.51455029591666,3.51455029591666,0.0648193581347482,29.1801012201472,0.0803239741169101,25.4897381658596,NA,NA,0,9720,1720,240,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
9,27,9.82593577644186,3.82593577644186,0.0639885913747118,28.8061101957715,0.068385738361229,21.7012988248018,NA,NA,0,10920,1920,270,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
10,30,10.1814553362663,4.1814553362663,0.042975318328767,19.346444872141,0.0532597310494943,16.901262844139,NA,NA,0,12120,2120,300,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
11,33,10.35506459038,4.35506459038,0.0300329017233279,13.5200831578683,0.0426316418738714,13.5285809858468,NA,NA,0,13320,2320,330,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
12,36,10.5419241668587,4.54192416685868,0.0227313836051099,10.2331169816925,0.0311430627155396,9.88283414795494,NA,NA,0,14520,2520,360,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
13,39,10.6664727755662,4.66647277556619,0.0189225815875851,8.51848679100427,0.0269733048083061,8.55961728226916,NA,NA,0,15720,2720,390,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
14,42,10.6853242208342,4.68532422083422,0.0117920005747038,5.30847234930321,0.0177667784659184,5.63804936354304,NA,NA,0,16920,2920,420,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
15,45,10.6632630304978,4.66326303049777,0.0135409025992892,6.09578557748161,0.0162114279827655,5.14447970382965,NA,NA,0,18120,3120,450,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
16,48,10.6240156325547,4.62401563255468,0.0127772079712672,5.75198879842931,0.0149759185681162,4.75240732659608,NA,NA,0,19320,3320,480,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
17,51,10.6513793607523,4.65137936075229,0.0141611914383507,6.37502455223224,0.0139951220663767,4.44116468331074,NA,NA,0,20520,3520,510,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
18,54,10.5221970284638,4.52219702846384,0.00913108303363969,4.11059187931606,0.00798626803078719,2.53433527493113,NA,NA,0,21720,3720,540,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
19,57,10.7048084598086,4.70480845980864,0.0111447696367269,5.01710469577421,0.00752156560010224,2.38686817792274,NA,NA,0,22920,3920,570,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
20,60,10.8003271864423,4.80032718644234,0.00563599112848641,2.53718636434511,0.00409746976573767,1.30027719145424,NA,NA,0,24120,4120,600,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",7,9007
1,3,6.24424115698391,0.244241156983913,0.421179545366666,117.347691126329,0.447875345407009,95.3578496389955,NA,NA,0,0,1260,30,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
2,6,6.91725206580739,0.917252065807391,0.384965791119987,107.257931320533,0.438414014340655,93.3434226461674,NA,NA,0,0,2460,60,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
3,9,7.87959558132018,1.87959558132018,0.398665694229612,111.074954289132,0.41485221569585,88.3268427530416,NA,NA,0,0,3660,90,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
4,12,8.52553152654752,2.52553152654752,0.364802744773111,101.640168157748,0.394538381914407,84.0017922067515,NA,NA,0,0,4860,120,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
5,15,9.39116982684367,3.39116982684367,0.252361382699963,70.3121172788851,0.365958087499961,77.9167164253768,NA,NA,0,0,6060,150,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
6,18,9.7823324837372,3.7823324837372,0.360873118212047,100.545308236362,0.345947352831693,73.6561991916621,NA,NA,0,0,7260,180,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
7,21,10.5178475374364,4.51784753743637,0.248755433317391,69.3074392525699,0.323987060498759,68.9805985456625,NA,NA,0,0,8460,210,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
8,24,10.7757905956629,4.7757905956629,0.242585722971175,67.5884543872999,0.307546730590788,65.4802618482828,NA,NA,0,0,9660,240,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
9,27,11.2725224892905,5.27252248929055,0.209117842467961,58.2637410978048,0.281919888918043,60.0240103711418,NA,NA,0,0,10860,270,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
10,30,11.871108234491,5.871108234491,0.19908007543503,55.4670507116347,0.263590531977699,56.1214779343354,NA,NA,0,0,12060,300,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
11,33,12.3265532473158,6.3265532473158,0.197643154122613,55.0667003142869,0.245396656384738,52.2477910459277,NA,NA,0,0,13260,330,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
12,36,12.7322932290475,6.73229322904746,0.185575368730399,51.7044127379717,0.224572333125452,47.8140513758232,NA,NA,0,0,14460,360,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
13,39,13.014464435946,7.01446443594605,0.186008383945863,51.825058045457,0.213916958037958,45.5453985779851,NA,NA,0,0,15660,390,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
14,42,13.4846315957681,7.48463159576813,0.199026075017978,55.4520052890101,0.19662615083942,41.8639854127287,NA,NA,0,0,16860,420,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
15,45,13.88602909333,7.88602909332996,0.134923751114294,37.5920218480272,0.176483662486718,37.5754162932415,NA,NA,0,0,18060,450,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
16,48,14.188807743986,8.18880774398595,0.120742524151615,33.6408939746159,0.167586692937079,35.6811484054071,NA,NA,0,0,19260,480,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
17,51,14.4761533621714,8.47615336217137,0.145306944514221,40.4849538182603,0.156137938092788,33.2435758661028,NA,NA,0,0,20460,510,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
18,54,14.8804224036725,8.88042240367246,0.108675447482505,30.2788038604542,0.141063185645639,30.0339864302431,NA,NA,0,0,21660,540,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
19,57,14.9997811235543,8.99978112355431,0.109577468957791,30.5301221845171,0.130424269387798,27.7688379079123,NA,NA,0,0,22860,570,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
20,60,15.3377799790972,9.33777997909717,0.0734249220897004,20.4574157818036,0.115783596471546,24.6516690329591,NA,NA,0,0,24060,600,0,"PSRS","PSRS","strategy_comparison","PSRS",8,9008
1,3,6.35567905235929,0.355679052359291,0.32179863537208,89.6585014251873,0.446132421607774,94.9867609704986,NA,NA,0,1320,320,30,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
2,6,6.84921369539477,0.849213695394774,0.345784893141694,96.3414754655687,0.37151772690599,79.1004280629205,NA,NA,0,2520,520,60,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
3,9,7.75516544767439,1.75516544767439,0.336373877137817,93.7194084365384,0.277494404615244,59.0817734941767,NA,NA,0,3720,720,90,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
4,12,8.54897777717615,2.54897777717615,0.194109637835566,54.0822033642241,0.203111890237044,43.2448744672809,NA,NA,0,4920,920,120,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
5,15,9.208453849624,3.208453849624,0.194092924106575,54.0775466387759,0.201036308059456,42.8029589762106,NA,NA,0,6120,1120,150,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
6,18,9.88127685933324,3.88127685933324,0.105320367476998,29.3440222536039,0.155525745113544,33.1132328886125,NA,NA,0,7320,1320,180,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
7,21,10.3259914638085,4.32599146380849,0.0690229638017563,19.2309563128972,0.125680503004715,26.7588350887808,NA,NA,0,8520,1520,210,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
8,24,10.6229241300059,4.62292413000586,0.0438429469840071,12.2153809636418,0.0953156436324278,20.2938047538325,NA,NA,0,9720,1720,240,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
9,27,10.8277965047717,4.82779650477171,0.0448118328032008,12.4853288162813,0.0738234080343334,15.717858809082,NA,NA,0,10920,1920,270,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
10,30,10.9857286095089,4.98572860950889,0.0273638983172437,7.62404139296154,0.0564096116973548,12.0102598314319,NA,NA,0,12120,2120,300,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
11,33,11.0578668633723,5.05786686337234,0.0260708316234071,7.26377130704843,0.0455065629893621,9.68887445050946,NA,NA,0,13320,2320,330,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
12,36,11.1608041204028,5.16080412040276,0.0206120750170299,5.7428700875429,0.0346645926992834,7.38049337234976,NA,NA,0,14520,2520,360,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
13,39,11.3565784005429,5.35657840054288,0.0202834541061859,5.65131078565466,0.0215651868740474,4.59147811653592,NA,NA,0,15720,2720,390,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
14,42,11.4967297480011,5.49672974800113,0.0153652518670701,4.28101708644345,0.0173296286836215,3.68967870917446,NA,NA,0,16920,2920,420,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
15,45,11.5907737396049,5.59077373960495,0.0160782932515247,4.47968238504058,0.0148934987081518,3.17099841501632,NA,NA,0,18120,3120,450,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
16,48,11.7614932896321,5.76149328963211,0.00761818915262403,2.12255537444442,0.00750104072049291,1.5970584683797,NA,NA,0,19320,3320,480,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
17,51,11.7193208292259,5.71932082922594,0.00750185381084009,2.09014239545501,0.00846003365135379,1.80123917322021,NA,NA,0,20520,3520,510,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
18,54,11.6937023033756,5.69370230337562,0.00717179908236832,1.99818360790807,0.00906240029638784,1.92949001031977,NA,NA,0,21720,3720,540,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
19,57,11.6262857431925,5.62628574319249,0.00664247676376031,1.85070552490618,0.00608428020979035,1.29541374258826,NA,NA,0,22920,3920,570,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
20,60,11.6873570780212,5.68735707802115,0.00893850507592437,2.49041755308307,0.00787707946242239,1.67712147291674,NA,NA,0,24120,4120,600,0,"MAGIC","MAGIC","strategy_comparison","MAGIC",8,9008
