"cycle","year","meanG","gain","varG","varGpct","varGenic","varGenicPct","bridgePoolY","donorPoolY","nElig","nGeno","nPheno","nCross","nBridgeIn","strategy","scenario","axis","level","rep","seed","donorImprove","group","donorMeanObs","donorGapObs","burnInUsed","eliteVarObs","h2","cycleYears","nBridge","bridgeBar","bridgeLag","varGxERatio"
4,12,8.10947688014682,2.10947688014682,0.174337641883947,64.4008258961953,0.247196790583627,50.9588382231526,7.01287784137738,3.38148056704962,149,6560,1260,190,6,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
5,15,8.91834218766756,2.91834218766756,0.190524850736242,70.3804273625035,0.231498823136222,47.7227517768199,7.56837649803632,3.45455641259566,38,8260,1560,240,8,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
6,18,9.38286247983419,3.38286247983419,0.146662866563519,54.1776843653854,0.208026875128895,42.8840837728233,7.98425419176909,3.39182227949759,45,9960,1860,290,10,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
7,21,9.82259454807551,3.82259454807551,0.104322905981672,38.5371812564906,0.14726002012884,30.3571883953933,8.3748050813195,3.54285353626829,38,11660,2160,340,12,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
8,24,10.2453865095028,4.24538650950279,0.065845486082689,24.3235117754111,0.137693011696043,28.3849798005511,8.53285888750729,3.3260194717638,57,13360,2460,390,14,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
9,27,10.5070952944436,4.50709529444359,0.0538364316260506,19.8873325493853,0.102624976879265,21.1558150981578,8.64195367964001,3.31322572063113,35,15060,2760,440,16,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
10,30,10.6348445758368,4.63484457583681,0.0464576145114813,17.1615763031721,0.103658735622264,21.3689212004737,8.56810919596417,3.27246380014296,22,16760,3060,490,18,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
11,33,10.8680192025736,4.86801920257356,0.0515972197973807,19.0601612651777,0.105818636205723,21.8141778890848,9.01108674084947,3.35894393307748,64,18460,3360,540,20,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
12,36,10.9672404211921,4.9672404211921,0.0634872908348928,23.4523876742623,0.0894707561353793,18.4441140066643,9.03759449518907,3.44486756351604,123,20160,3660,590,22,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
13,39,11.2603401374793,5.2603401374793,0.0383343181924716,14.1608072994707,0.0719932039131112,14.8411717753817,9.13038173858889,3.48876529313248,30,21860,3960,640,24,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
14,42,11.4587814341566,5.45878143415658,0.0462692385066078,17.0919896656463,0.0639162144131024,13.1761258810184,9.34701184844531,3.43076156815691,64,23560,4260,690,26,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
